ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000003856,GL018736,NA,NA,13299,40915,218438_52,0.01864,6168,8/15/7,0/9/9,TRUE,FALSE,FALSE,30,18,0.23532111553784865,7131
ENSOCUG00000008401,chr6,SCNN1B,sodium channel epithelial 1 beta subunit [Source:HGNC Symbol;Acc:HGNC:10600],14107572,14167778,154801_74,0.018670000000000003,14109483,2/11/29,1/1/28,FALSE,FALSE,TRUE,42,30,0.23532111553784865,0
ENSOCUG00000007694,chr16,CNIH3,cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802],48626024,48726482,59241_29,0.018750000000000003,48641234,8/16/18,3/24/7,FALSE,FALSE,TRUE,42,34,0.23532111553784865,0
ENSOCUG00000013379,chr8,TMTC4,transmembrane and tetratricopeptide repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25904],102191753,102258467,170584_43,0.018750000000000003,102175357,0/11/27,3/12/12,FALSE,TRUE,FALSE,38,27,0.23532111553784865,16396
ENSOCUG00000017250,chr8,GGACT,gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100],102138173,102138628,170584_43,0.018750000000000003,102175357,0/11/27,3/12/12,TRUE,FALSE,FALSE,38,27,0.23532111553784865,36729
ENSOCUG00000027549,GL019873,NA,NA,1,11514,278029_60,0.018750000000000003,7066,0/4/28,0/9/11,FALSE,FALSE,TRUE,32,20,0.23532111553784865,0
ENSOCUG00000005559,chr15,TBC1D9,TBC1 domain family member 9 [Source:HGNC Symbol;Acc:HGNC:21710],23844436,23968920,50469_22,0.0188,23922194,7/9/12,12/1/9,FALSE,FALSE,TRUE,28,22,0.23532111553784865,0
ENSOCUG00000004467,chr4,KCNC2,potassium voltage-gated channel subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:6234],53831950,54028932,144996_12,0.01881,53986122,5/21/15,3/7/22,FALSE,FALSE,TRUE,41,32,0.23532111553784865,0
ENSOCUG00000009286,GL018982,ZCCHC14,zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134],138156,251362,259892_79,0.01881,254418,2/15/11,5/19/2,TRUE,FALSE,FALSE,28,26,0.23532111553784865,3056
ENSOCUG00000017130,chr2,TMEM33,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541],31017847,31037825,119556_69,0.01882,31022036,3/17/19,7/18/6,FALSE,FALSE,TRUE,39,31,0.23532111553784865,0
ENSOCUG00000006919,chr6,SLC5A11,solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091],15443112,15492705,155076_3,0.018840000000000003,15507037,9/7/7,1/12/4,FALSE,TRUE,FALSE,23,17,0.23532111553784865,14332
ENSOCUG00000023370,chr13,PAXIP1,PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624],16443250,16509855,30293_22,0.018840000000000003,16448971,6/19/12,0/9/15,FALSE,FALSE,TRUE,37,24,0.23532111553784865,0
ENSOCUG00000004293,chr13,EPS15,epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419],115265760,115403720,23691_35,0.018860000000000002,115367367,1/0/16,2/8/16,FALSE,FALSE,TRUE,17,26,0.23532111553784865,0
ENSOCUG00000016712,chr7,DNER,delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456],171291911,171704718,163964_25,0.01887,171488556,0/11/27,0/20/15,FALSE,FALSE,TRUE,38,35,0.23532111553784865,0
ENSOCUG00000009380,GL018699,TTLL11,tubulin tyrosine ligase like 11 [Source:HGNC Symbol;Acc:HGNC:18113],5123961,5375462,196354_7,0.01888,5107373,5/18/19,14/11/10,TRUE,FALSE,FALSE,42,35,0.23532111553784865,16588
ENSOCUG00000000609,chr6,TFR2,transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762],27170846,27181244,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,FALSE,TRUE,FALSE,35,29,0.23532111553784865,30683
ENSOCUG00000002528,chr6,LRCH4,leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691],27203234,27217175,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,FALSE,FALSE,TRUE,35,29,0.23532111553784865,0
ENSOCUG00000005694,chr6,NA,NA,27183234,27186229,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,TRUE,FALSE,FALSE,35,29,0.23532111553784865,25698
ENSOCUG00000008631,chr6,AGFG2,ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:HGNC:5177],27225582,27249279,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,FALSE,TRUE,FALSE,35,29,0.23532111553784865,13655
ENSOCUG00000008644,chr6,NA,NA,27219572,27221313,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,FALSE,TRUE,FALSE,35,29,0.23532111553784865,7645
ENSOCUG00000022861,chr6,FBXO24,F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595],27122585,27201248,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,TRUE,FALSE,FALSE,35,29,0.23532111553784865,10679
ENSOCUG00000027938,chr6,SAP25,Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908],27217899,27218723,156663_43,0.018920000000000003,27211927,1/6/28,2/13/14,TRUE,FALSE,FALSE,35,29,0.23532111553784865,5972
ENSOCUG00000011025,GL018703,CNTN4,contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174],4723749,5141086,199506_40,0.018930000000000002,4986510,0/4/30,0/12/18,FALSE,FALSE,TRUE,34,30,0.23532111553784865,0
ENSOCUG00000021520,GL019302,RASD2,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229],69043,74964,271954_60,0.01897,38001,3/14/19,0/3/20,TRUE,FALSE,FALSE,36,23,0.23532111553784865,31042
ENSOCUG00000012318,chr18,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102],47328110,47391318,74996_30,0.01898,47359718,0/10/22,0/1/21,FALSE,FALSE,TRUE,32,22,0.23532111553784865,0
ENSOCUG00000012333,chr18,GOT1,glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432],47395212,47424767,74996_30,0.01898,47359718,0/10/22,0/1/21,FALSE,TRUE,FALSE,32,22,0.23532111553784865,35494
ENSOCUG00000015859,chr20,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403],8973744,9159548,108558_48,0.019,9109229,3/18/18,7/13/4,FALSE,FALSE,TRUE,39,24,0.23532111553784865,0
ENSOCUG00000005644,GL018699,PSMD5,"proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]",6418644,6439e3,196635_46,0.019010000000000003,6409826,9/17/13,2/8/20,TRUE,FALSE,FALSE,39,30,0.23532111553784865,8818
ENSOCUG00000005659,GL018699,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566],6367701,6384296,196635_46,0.019010000000000003,6409826,9/17/13,2/8/20,FALSE,TRUE,FALSE,39,30,0.23532111553784865,25530
ENSOCUG00000022955,GL018699,NA,NA,6390261,6410188,196635_46,0.019010000000000003,6409826,9/17/13,2/8/20,FALSE,FALSE,TRUE,39,30,0.23532111553784865,0
ENSOCUG00000007416,chr2,QPCT,glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753],148877069,148925491,115583_58,0.01905,148911432,0/24/7,5/13/3,FALSE,FALSE,TRUE,31,21,0.23532111553784865,0
ENSOCUG00000001867,chr7,SLC13A4,solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827],14077467,14116728,161194_37,0.019080000000000003,14083654,0/0/41,2/3/31,FALSE,FALSE,TRUE,41,36,0.23532111553784865,0
ENSOCUG00000001870,chr7,FAM180A,family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773],14118163,14124860,161194_37,0.019080000000000003,14083654,0/0/41,2/3/31,FALSE,TRUE,FALSE,41,36,0.23532111553784865,34509
ENSOCUG00000009797,chr13,ABCA4,ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34],70391884,70530097,36189_21,0.019080000000000003,70466816,0/0/41,1/4/31,FALSE,FALSE,TRUE,41,36,0.23532111553784865,0
ENSOCUG00000010087,chr8,NA,NA,40649156,40843698,175703_43,0.019080000000000003,40843078,0/0/41,1/4/31,FALSE,FALSE,TRUE,41,36,0.23532111553784865,0
ENSOCUG00000010507,chr11,NPR3,natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945],54471084,54547299,7684_25,0.019080000000000003,54517380,2/20/16,9/10/11,FALSE,FALSE,TRUE,38,30,0.23532111553784865,0
ENSOCUG00000011782,chr8,MIPEP,mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104],40865478,41037338,175703_43,0.019080000000000003,40843078,0/0/41,1/4/31,TRUE,FALSE,FALSE,41,36,0.23532111553784865,22400
ENSOCUG00000011793,chr8,NA,NA,40855395,40860959,175703_43,0.019080000000000003,40843078,0/0/41,1/4/31,TRUE,FALSE,FALSE,41,36,0.23532111553784865,12317
ENSOCUG00000012757,chr7,NUP205,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],13973497,14048390,161194_37,0.019080000000000003,14083654,0/0/41,2/3/31,FALSE,TRUE,FALSE,41,36,0.23532111553784865,35264
ENSOCUG00000017859,chr15,RBM46,RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401],11154809,11192072,49605_44,0.019080000000000003,11153214,0/0/41,2/3/31,TRUE,FALSE,FALSE,41,36,0.23532111553784865,1595
ENSOCUG00000000996,chr14,CLASP2,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078],20344085,20552162,42004_16,0.01914,20389235,3/10/28,0/18/18,FALSE,FALSE,TRUE,41,36,0.23532111553784865,0
ENSOCUG00000003999,chr16,CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585],63068179,63085661,60671_49,0.01914,63053871,5/24/7,7/12/16,FALSE,TRUE,FALSE,36,35,0.23532111553784865,14308
ENSOCUG00000004013,chr16,LAMB3,laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490],63026510,63066940,60671_49,0.01914,63053871,5/24/7,7/12/16,FALSE,FALSE,TRUE,36,35,0.23532111553784865,0
ENSOCUG00000000521,GL019077,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099],16496,27942,265389_45,0.01916,14545,0/18/20,6/11/15,TRUE,FALSE,FALSE,38,32,0.23532111553784865,1951
ENSOCUG00000001136,GL019077,TMEM204,transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158],47671,67228,265389_45,0.01916,14545,0/18/20,6/11/15,TRUE,FALSE,FALSE,38,32,0.23532111553784865,33126
ENSOCUG00000024268,GL019077,IFT140,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077],28382,109938,265389_45,0.01916,14545,0/18/20,6/11/15,FALSE,TRUE,FALSE,38,32,0.23532111553784865,13837
ENSOCUG00000027299,GL019077,PTX4,pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171],11291,14906,265389_45,0.01916,14545,0/18/20,6/11/15,FALSE,FALSE,TRUE,38,32,0.23532111553784865,0
ENSOCUG00000012416,chr20,STON2,stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652],23888748,24069548,106549_21,0.019170000000000003,24086841,1/4/28,2/11/15,FALSE,TRUE,FALSE,33,28,0.23532111553784865,17293
ENSOCUG00000013536,GL018934,NA,NA,326286,412922,255596_6,0.019180000000000003,360623,1/10/20,2/12/5,FALSE,FALSE,TRUE,31,19,0.23532111553784865,0
ENSOCUG00000016746,chr2,IL1R2,interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994],90431206,90467449,124086_27,0.019200000000000002,90422446,4/18/14,9/5/8,FALSE,TRUE,FALSE,36,22,0.23532111553784865,8760
ENSOCUG00000010216,chr6,ABCC6,ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57],10756770,10809058,154348_0,0.019260000000000003,10840527,0/5/37,4/8/23,FALSE,TRUE,FALSE,42,35,0.23555341721854306,31469
ENSOCUG00000017956,chr6,NA,NA,10811822,10900291,154348_0,0.019260000000000003,10840527,0/5/37,4/8/23,FALSE,FALSE,TRUE,42,35,0.23555341721854306,0
ENSOCUG00000007312,chr1,CCDC82,coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282],120397224,120440652,89606_73,0.019270000000000002,120430785,0/14/24,4/11/10,FALSE,FALSE,TRUE,38,25,0.23555341721854306,0
ENSOCUG00000023904,chr8,NA,NA,7442405,7443823,177974_6,0.01931,7407617,2/6/34,0/13/21,FALSE,TRUE,FALSE,42,34,0.2357301455026455,34788
ENSOCUG00000002696,GL018946,PCBP3,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651],74544,147972,256670_20,0.019430000000000003,63512,5/22/12,14/12/7,FALSE,TRUE,FALSE,39,33,0.23662231884057972,11032
ENSOCUG00000025192,GL018946,COL6A1,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211],25286,45866,256670_20,0.019430000000000003,63512,5/22/12,14/12/7,TRUE,FALSE,FALSE,39,33,0.23662231884057972,17646
ENSOCUG00000016954,chr7,CCDC141,coiled-coil domain containing 141 [Source:HGNC Symbol;Acc:HGNC:26821],118536030,118752804,159892_11,0.019450000000000002,118650604,3/22/9,4/6/12,FALSE,FALSE,TRUE,34,22,0.23662231884057972,0
ENSOCUG00000004622,chr15,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603],41803374,41912629,51532_54,0.01946,41910333,7/14/15,0/16/19,FALSE,FALSE,TRUE,36,35,0.23662231884057972,0
ENSOCUG00000023950,GL018856,NA,NA,261041,267784,303365_58,0.019520000000000003,224226,0/20/3,0/10/9,FALSE,TRUE,FALSE,23,19,0.23679978481012662,36815
ENSOCUG00000026964,GL018856,NA,NA,222170,228112,303365_58,0.019520000000000003,224226,0/20/3,0/10/9,FALSE,FALSE,TRUE,23,19,0.23679978481012662,0
ENSOCUG00000024894,GL018743,NA,NA,1500884,1501756,221102_13,0.019540000000000002,1503894,1/15/17,6/5/11,TRUE,FALSE,FALSE,33,22,0.23679978481012662,2138
ENSOCUG00000017211,chr2,HMBOX1,homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137],40446684,40581549,120346_27,0.01957,40526792,0/14/10,3/4/10,FALSE,FALSE,TRUE,24,17,0.23679978481012662,0
ENSOCUG00000001946,GL018813,NA,NA,26466,80614,239704_43,0.019590000000000003,12072,8/20/9,5/7/16,TRUE,FALSE,FALSE,37,28,0.23679978481012662,14394
ENSOCUG00000024633,AAGW02082713,NA,NA,2,8104,193972_64,0.019610000000000002,4452,0/0/37,0/5/28,FALSE,FALSE,TRUE,37,33,0.23679978481012662,0
ENSOCUG00000003978,chr19,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615],3502896,3688356,83527_28,0.01963,3483796,0/3/39,1/9/26,TRUE,FALSE,FALSE,42,36,0.23679978481012662,19100
ENSOCUG00000015828,GL018782,MPZL3,myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279],299211,324729,233122_69,0.01972,292075,4/20/7,7/6/10,FALSE,TRUE,FALSE,31,23,0.23679978481012662,7136
ENSOCUG00000015836,GL018782,MPZL2,myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496],326184,337959,233122_69,0.01972,292075,4/20/7,7/6/10,FALSE,TRUE,FALSE,31,23,0.23679978481012662,34109
ENSOCUG00000017009,GL018782,JAML,junction adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:19084],271102,299138,233122_69,0.01972,292075,4/20/7,7/6/10,FALSE,FALSE,TRUE,31,23,0.23679978481012662,0
ENSOCUG00000023792,GL018782,SCN2B,sodium voltage-gated channel beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:10589],252607,260773,233122_69,0.01972,292075,4/20/7,7/6/10,TRUE,FALSE,FALSE,31,23,0.23679978481012662,31302
ENSOCUG00000004905,GL018749,PLEKHD1,pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148],1779568,1817474,223618_79,0.01973,1742153,0/5/30,1/13/20,FALSE,TRUE,FALSE,35,34,0.23679978481012662,37415
ENSOCUG00000027706,GL018749,NA,NA,1743128,1743841,223618_79,0.01973,1742153,0/5/30,1/13/20,TRUE,FALSE,FALSE,35,34,0.23679978481012662,975
ENSOCUG00000012727,GL018924,NA,NA,389349,390332,254839_55,0.019790000000000002,404482,5/10/10,0/3/14,FALSE,TRUE,FALSE,25,17,0.23679978481012662,14150
ENSOCUG00000013861,GL018924,NA,NA,419455,420135,254839_55,0.019790000000000002,404482,5/10/10,0/3/14,TRUE,FALSE,FALSE,25,17,0.23679978481012662,14973
ENSOCUG00000023714,GL018924,NA,NA,426393,426908,254839_55,0.019790000000000002,404482,5/10/10,0/3/14,TRUE,FALSE,FALSE,25,17,0.23679978481012662,21911
ENSOCUG00000001241,chr16,MFSD4A,major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433],66563216,66584843,61336_37,0.01984,66567022,0/13/23,6/15/15,FALSE,FALSE,TRUE,36,36,0.23679978481012662,0
ENSOCUG00000009858,GL018969,KLHL30,kelch like family member 30 [Source:HGNC Symbol;Acc:HGNC:24770],197654,203883,258809_62,0.01984,199661,0/1/41,2/4/23,FALSE,FALSE,TRUE,42,29,0.23679978481012662,0
ENSOCUG00000014477,chr16,ELK4,"ELK4, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3326]",66542953,66552139,61336_37,0.01984,66567022,0/13/23,6/15/15,FALSE,TRUE,FALSE,36,36,0.23679978481012662,14883
ENSOCUG00000017440,GL018969,ERFE,erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727],209983,215179,258809_62,0.01984,199661,0/1/41,2/4/23,TRUE,FALSE,FALSE,42,29,0.23679978481012662,10322
ENSOCUG00000017442,GL018969,ILKAP,ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566],217443,237637,258809_62,0.01984,199661,0/1/41,2/4/23,FALSE,TRUE,FALSE,42,29,0.23679978481012662,17782
ENSOCUG00000023101,GL018826,NA,NA,162416,170398,242301_55,0.01984,208344,0/23/13,0/28/3,FALSE,TRUE,FALSE,36,31,0.23679978481012662,37946
ENSOCUG00000000051,chr3,DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937],3592474,3759883,134666_26,0.01991,3781890,0/0/39,0/4/21,FALSE,TRUE,FALSE,39,25,0.23679978481012662,22007
ENSOCUG00000007830,chr11,IL31RA,interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969],71828942,71882953,8707_25,0.01991,71909127,0/20/7,2/5/7,FALSE,TRUE,FALSE,27,14,0.23679978481012662,26174
ENSOCUG00000007839,chr11,IL6ST,interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021],71908586,71943040,8707_25,0.01991,71909127,0/20/7,2/5/7,FALSE,FALSE,TRUE,27,14,0.23679978481012662,0
ENSOCUG00000000233,chr20,RTN1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],7248487,7516626,108350_10,0.019940000000000003,7329284,1/14/18,0/2/17,FALSE,FALSE,TRUE,33,19,0.23679978481012662,0
ENSOCUG00000011063,chr14,UBP1,upstream binding protein 1 (LBP-1a) [Source:HGNC Symbol;Acc:HGNC:12507],20265532,20314196,41997_10,0.01999,20312208,3/8/25,0/17/18,FALSE,FALSE,TRUE,36,35,0.23679978481012662,0
ENSOCUG00000006190,chr1,NCAM1,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656],103075145,103403709,88581_55,0.02001,103108260,0/6/36,1/12/20,FALSE,FALSE,TRUE,42,33,0.23679978481012662,0
ENSOCUG00000000200,chr19,RAP1GAP2,RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176],15235613,15554753,80336_75,0.020040000000000002,15284728,2/19/16,0/5/18,FALSE,FALSE,TRUE,37,23,0.23679978481012662,0
ENSOCUG00000015055,chr4,DZANK1,double zinc ribbon and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15858],17932193,17995960,141121_56,0.020050000000000002,17911283,1/14/22,7/14/11,TRUE,FALSE,FALSE,37,32,0.23679978481012662,20910
ENSOCUG00000015067,chr4,POLR3F,RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763],17915883,17929280,141121_56,0.020050000000000002,17911283,1/14/22,7/14/11,FALSE,TRUE,FALSE,37,32,0.23679978481012662,4600
ENSOCUG00000015074,chr4,RBBP9,"RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]",17902557,17914852,141121_56,0.020050000000000002,17911283,1/14/22,7/14/11,FALSE,FALSE,TRUE,37,32,0.23679978481012662,0
ENSOCUG00000015079,chr4,SEC23B,"Sec23 homolog B, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10702]",17852539,17892517,141121_56,0.020050000000000002,17911283,1/14/22,7/14/11,TRUE,FALSE,FALSE,37,32,0.23679978481012662,18766
ENSOCUG00000023227,chr15,NA,NA,24324999,24325406,50518_12,0.020050000000000002,24304011,5/22/13,3/6/17,TRUE,FALSE,FALSE,40,26,0.23679978481012662,20988
ENSOCUG00000027382,chr4,NA,NA,17896658,17896975,141121_56,0.020050000000000002,17911283,1/14/22,7/14/11,FALSE,TRUE,FALSE,37,32,0.23679978481012662,14308
ENSOCUG00000005459,GL018725,CSE1L,chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431],3048912,3080923,212883_19,0.02007,3082284,0/14/7,6/8/7,FALSE,TRUE,FALSE,21,21,0.23679978481012662,1361
ENSOCUG00000006214,GL018725,STAU1,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370],3089545,3139733,212883_19,0.02007,3082284,0/14/7,6/8/7,FALSE,TRUE,FALSE,21,21,0.23679978481012662,7261
ENSOCUG00000011332,chr12,PACSIN1,protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570],24610877,24666535,15761_75,0.0201,24626670,5/12/9,0/5/14,FALSE,FALSE,TRUE,26,19,0.23679978481012662,0
ENSOCUG00000000932,chr13,UBE2U,ubiquitin conjugating enzyme E2 U (putative) [Source:HGNC Symbol;Acc:HGNC:28559],102197702,102259240,22074_6,0.02015,102193716,0/0/39,0/5/30,FALSE,TRUE,FALSE,39,35,0.23679978481012662,3986
ENSOCUG00000011097,chr17,BMP4,bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071],72720568,72723889,69284_68,0.02018,72730502,2/15/24,6/19/10,TRUE,FALSE,FALSE,41,35,0.23679978481012662,6613
ENSOCUG00000001042,GL018755,NA,NA,416510,419396,226026_37,0.020210000000000002,386344,1/5/28,1/10/11,FALSE,TRUE,FALSE,34,22,0.23679978481012662,30166
ENSOCUG00000005621,GL018755,NA,NA,421467,426784,226026_37,0.020210000000000002,386344,1/5/28,1/10/11,FALSE,TRUE,FALSE,34,22,0.23679978481012662,35123
ENSOCUG00000010406,GL018755,NELFCD,negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934],380613,387955,226026_37,0.020210000000000002,386344,1/5/28,1/10/11,FALSE,FALSE,TRUE,34,22,0.23679978481012662,0
ENSOCUG00000010417,GL018755,CTSZ,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547],388185,395614,226026_37,0.020210000000000002,386344,1/5/28,1/10/11,FALSE,TRUE,FALSE,34,22,0.23679978481012662,1841
ENSOCUG00000029727,GL018755,TUBB1,tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257],407751,416657,226026_37,0.020210000000000002,386344,1/5/28,1/10/11,TRUE,FALSE,FALSE,34,22,0.23679978481012662,21407
ENSOCUG00000017535,chr12,CAPN11,calpain 11 [Source:HGNC Symbol;Acc:HGNC:1478],33560741,33579453,17691_37,0.02023,33529686,2/9/28,0/2/34,TRUE,FALSE,FALSE,39,36,0.23679978481012662,31055
ENSOCUG00000017726,chr17,ITGA11,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136],4139224,4243753,66513_63,0.02023,4161539,8/8/14,6/11/2,FALSE,FALSE,TRUE,30,19,0.23679978481012662,0
ENSOCUG00000010218,chr5,CMTR2,cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635],28257799,28260108,151857_74,0.02024,28286357,0/10/21,4/3/16,FALSE,TRUE,FALSE,31,23,0.23679978481012662,26249
ENSOCUG00000011895,chr5,HYDIN,"HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]",28321823,28711992,151857_74,0.02024,28286357,0/10/21,4/3/16,TRUE,FALSE,FALSE,31,23,0.23679978481012662,35466
ENSOCUG00000008052,chr16,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972],67574685,67636239,61725_4,0.02025,67659695,3/19/6,3/6/11,FALSE,TRUE,FALSE,28,20,0.23679978481012662,23456
ENSOCUG00000023663,chr16,PPP1R15B,protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951],67646056,67652737,61725_4,0.02025,67659695,3/19/6,3/6/11,FALSE,TRUE,FALSE,28,20,0.23679978481012662,6958
ENSOCUG00000025995,chr20,ASB2,ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012],12328133,12353108,105294_74,0.02025,12295618,1/10/10,0/3/18,TRUE,FALSE,FALSE,21,21,0.23679978481012662,32515
ENSOCUG00000029398,GL018963,SALL3,spalt like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10527],288394,294588,258225_33,0.020270000000000003,313476,0/0/33,3/2/25,TRUE,FALSE,FALSE,33,30,0.23679978481012662,18888
ENSOCUG00000015138,chr13,C1QC,complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245],130484396,130488239,26559_19,0.020300000000000002,130504671,0/0/42,1/3/23,TRUE,FALSE,FALSE,42,27,0.23685044247787612,16432
